O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value
11-3031.01	2.C.4.c	Chemistry	LV	0
11-3031.01	2.C.4.d	Biology	IM	1
11-3031.01	2.C.4.d	Biology	LV	0
11-3031.01	2.C.4.e	Psychology	IM	2.66
11-3031.01	2.C.4.e	Psychology	LV	2.33
11-3031.01	2.C.4.f	Sociology and Anthropology	IM	1.5
11-3031.01	2.C.4.f	Sociology and Anthropology	LV	1.33
11-3031.01	2.C.4.g	Geography	IM	1.16
11-3031.01	2.C.4.g	Geography	LV	.83
11-3031.01	2.C.5.a	Medicine and Dentistry	IM	1
11-3031.01	2.C.5.a	Medicine and Dentistry	LV	.16
11-3031.01	2.C.5.b	Therapy and Counseling	IM	1.5
11-3031.01	2.C.5.b	Therapy and Counseling	LV	.83
11-3031.01	2.C.6	Education and Training	IM	2.33
11-3031.01	2.C.6	Education and Training	LV	2.33
11-3031.01	2.C.7.a	English Language	IM	4.16
11-3031.01	2.C.7.a	English Language	LV	4.16
11-3031.01	2.C.7.b	Foreign Language	IM	1
11-3031.01	2.C.7.b	Foreign Language	LV	.16
11-3031.01	2.C.7.c	Fine Arts	IM	1
11-3031.01	2.C.7.c	Fine Arts	LV	0
11-3031.01	2.C.7.d	History and Archeology	IM	1.66
11-3031.01	2.C.7.d	History and Archeology	LV	1.83
11-3031.01	2.C.7.e	Philosophy and Theology	IM	1.66
11-3031.01	2.C.7.e	Philosophy and Theology	LV	1.16
11-3031.01	2.C.8.a	Public Safety and Security	IM	2
11-3031.01	2.C.8.a	Public Safety and Security	LV	1.33
11-3031.01	2.C.8.b	Law and Government	IM	4.33
11-3031.01	2.C.8.b	Law and Government	LV	4.33
11-3031.01	2.C.9.a	Telecommunications	IM	1.83
11-3031.01	2.C.9.a	Telecommunications	LV	1
11-3031.01	2.C.9.b	Communications and Media	IM	2.66
11-3031.01	2.C.9.b	Communications and Media	LV	2.5
11-3031.01	2.C.10	Transportation	IM	1.16
11-3031.01	2.C.10	Transportation	LV	1
11-3031.02	2.C.1.a	Administration and Management	IM	4.66
11-3031.02	2.C.1.a	Administration and Management	LV	5
11-3031.02	2.C.1.b	Clerical	IM	2.16
11-3031.02	2.C.1.b	Clerical	LV	2.66
11-3031.02	2.C.1.c	Economics and Accounting	IM	4.83
11-3031.02	2.C.1.c	Economics and Accounting	LV	5.83
11-3031.02	2.C.1.d	Sales and Marketing	IM	1.83
11-3031.02	2.C.1.d	Sales and Marketing	LV	2
11-3031.02	2.C.1.e	Customer and Personal Service	IM	2
11-3031.02	2.C.1.e	Customer and Personal Service	LV	2.16
11-3031.02	2.C.1.f	Personnel and Human Resources	IM	3
11-3031.02	2.C.1.f	Personnel and Human Resources	LV	2.83
11-3031.02	2.C.2.a	Production and Processing	IM	1.16
11-3031.02	2.C.2.a	Production and Processing	LV	.33
11-3031.02	2.C.2.b	Food Production	IM	1
11-3031.02	2.C.2.b	Food Production	LV	0
11-3031.02	2.C.3.a	Computers and Electronics	IM	2.33
11-3031.02	2.C.3.a	Computers and Electronics	LV	2.66
11-3031.02	2.C.3.b	Engineering and Technology	IM	1
11-3031.02	2.C.3.b	Engineering and Technology	LV	0
11-3031.02	2.C.3.c	Design	IM	1
11-3031.02	2.C.3.c	Design	LV	0
11-3031.02	2.C.3.d	Building and Construction	IM	1
11-3031.02	2.C.3.d	Building and Construction	LV	0
11-3031.02	2.C.3.e	Mechanical	IM	1
11-3031.02	2.C.3.e	Mechanical	LV	.5
11-3031.02	2.C.4.a	Mathematics	IM	4.5
11-3031.02	2.C.4.a	Mathematics	LV	4.5
11-3031.02	2.C.4.b	Physics	IM	1
11-3031.02	2.C.4.b	Physics	LV	.16
11-3031.02	2.C.4.c	Chemistry	IM	1
11-3031.02	2.C.4.c	Chemistry	LV	.16
11-3031.02	2.C.4.d	Biology	IM	1
11-3031.02	2.C.4.d	Biology	LV	0
11-3031.02	2.C.4.e	Psychology	IM	2.66
11-3031.02	2.C.4.e	Psychology	LV	2.83
11-3031.02	2.C.4.f	Sociology and Anthropology	IM	1.5
11-3031.02	2.C.4.f	Sociology and Anthropology	LV	1
11-3031.02	2.C.4.g	Geography	IM	1.16
11-3031.02	2.C.4.g	Geography	LV	1.16
11-3031.02	2.C.5.a	Medicine and Dentistry	IM	1.16
11-3031.02	2.C.5.a	Medicine and Dentistry	LV	.5
11-3031.02	2.C.5.b	Therapy and Counseling	IM	1.16
11-3031.02	2.C.5.b	Therapy and Counseling	LV	.5
11-3031.02	2.C.6	Education and Training	IM	2.33
11-3031.02	2.C.6	Education and Training	LV	2.16
11-3031.02	2.C.7.a	English Language	IM	3.66
11-3031.02	2.C.7.a	English Language	LV	3.5
11-3031.02	2.C.7.b	Foreign Language	IM	1
11-3031.02	2.C.7.b	Foreign Language	LV	.5
11-3031.02	2.C.7.c	Fine Arts	IM	1
11-3031.02	2.C.7.c	Fine Arts	LV	0
11-3031.02	2.C.7.d	History and Archeology	IM	1.16
11-3031.02	2.C.7.d	History and Archeology	LV	1.16
11-3031.02	2.C.7.e	Philosophy and Theology	IM	1
11-3031.02	2.C.7.e	Philosophy and Theology	LV	.33
11-3031.02	2.C.8.a	Public Safety and Security	IM	2.33
11-3031.02	2.C.8.a	Public Safety and Security	LV	1.66
11-3031.02	2.C.8.b	Law and Government	IM	3.5
11-3031.02	2.C.8.b	Law and Government	LV	4.16
11-3031.02	2.C.9.a	Telecommunications	IM	2
11-3031.02	2.C.9.a	Telecommunications	LV	1
11-3031.02	2.C.9.b	Communications and Media	IM	2.5
11-3031.02	2.C.9.b	Communications and Media	LV	2.16
11-3031.02	2.C.10	Transportation	IM	1.16
11-3031.02	2.C.10	Transportation	LV	.5
11-3040.00	2.C.1.a	Administration and Management	IM	4.83
11-3040.00	2.C.1.a	Administration and Management	LV	4.5
11-3040.00	2.C.1.b	Clerical	IM	2.33
11-3040.00	2.C.1.b	Clerical	LV	2.16
11-3040.00	2.C.1.c	Economics and Accounting	IM	2.66
11-3040.00	2.C.1.c	Economics and Accounting	LV	2.33
11-3040.00	2.C.1.d	Sales and Marketing	IM	1
11-3040.00	2.C.1.d	Sales and Marketing	LV	0
11-3040.00	2.C.1.e	Customer and Personal Service	IM	1.66
11-3040.00	2.C.1.e	Customer and Personal Service	LV	.83
11-3040.00	2.C.1.f	Personnel and Human Resources	IM	5
11-3040.00	2.C.1.f	Personnel and Human Resources	LV	6.16
11-3040.00	2.C.2.a	Production and Processing	IM	1
11-3040.00	2.C.2.a	Production and Processing	LV	0
11-3040.00	2.C.2.b	Food Production	IM	1
11-3040.00	2.C.2.b	Food Production	LV	0
11-3040.00	2.C.3.a	Computers and Electronics	IM	2.5
11-3040.00	2.C.3.a	Computers and Electronics	LV	2
11-3040.00	2.C.3.b	Engineering and Technology	IM	1
11-3040.00	2.C.3.b	Engineering and Technology	LV	0
11-3040.00	2.C.3.c	Design	IM	1
11-3040.00	2.C.3.c	Design	LV	0
11-3040.00	2.C.3.d	Building and Construction	IM	1
11-3040.00	2.C.3.d	Building and Construction	LV	0
11-3040.00	2.C.3.e	Mechanical	IM	1
11-3040.00	2.C.3.e	Mechanical	LV	0
11-3040.00	2.C.4.a	Mathematics	IM	4.33
11-3040.00	2.C.4.a	Mathematics	LV	4.16
11-3040.00	2.C.4.b	Physics	IM	1
11-3040.00	2.C.4.b	Physics	LV	0
11-3040.00	2.C.4.c	Chemistry	IM	1
11-3040.00	2.C.4.c	Chemistry	LV	0
11-3040.00	2.C.4.d	Biology	IM	1
11-3040.00	2.C.4.d	Biology	LV	0
11-3040.00	2.C.4.e	Psychology	IM	3.16
11-3040.00	2.C.4.e	Psychology	LV	3.33
11-3040.00	2.C.4.f	Sociology and Anthropology	IM	1.66
11-3040.00	2.C.4.f	Sociology and Anthropology	LV	1.16
11-3040.00	2.C.4.g	Geography	IM	1
11-3040.00	2.C.4.g	Geography	LV	0
11-3040.00	2.C.5.a	Medicine and Dentistry	IM	1
11-3040.00	2.C.5.a	Medicine and Dentistry	LV	0
11-3040.00	2.C.5.b	Therapy and Counseling	IM	1.16
11-3040.00	2.C.5.b	Therapy and Counseling	LV	.5
11-3040.00	2.C.6	Education and Training	IM	3.66
11-3040.00	2.C.6	Education and Training	LV	4.33
11-3040.00	2.C.7.a	English Language	IM	3.83
11-3040.00	2.C.7.a	English Language	LV	3.83
11-3040.00	2.C.7.b	Foreign Language	IM	1
11-3040.00	2.C.7.b	Foreign Language	LV	.33
11-3040.00	2.C.7.c	Fine Arts	IM	1
11-3040.00	2.C.7.c	Fine Arts	LV	0
11-3040.00	2.C.7.d	History and Archeology	IM	1
11-3040.00	2.C.7.d	History and Archeology	LV	0
11-3040.00	2.C.7.e	Philosophy and Theology	IM	1
11-3040.00	2.C.7.e	Philosophy and Theology	LV	0
11-3040.00	2.C.8.a	Public Safety and Security	IM	1
11-3040.00	2.C.8.a	Public Safety and Security	LV	0
11-3040.00	2.C.8.b	Law and Government	IM	3.5
11-3040.00	2.C.8.b	Law and Government	LV	3.16
11-3040.00	2.C.9.a	Telecommunications	IM	2.33
11-3040.00	2.C.9.a	Telecommunications	LV	.66
11-3040.00	2.C.9.b	Communications and Media	IM	2.33
11-3040.00	2.C.9.b	Communications and Media	LV	1.66
11-3040.00	2.C.10	Transportation	IM	1
11-3040.00	2.C.10	Transportation	LV	0
11-3041.00	2.C.1.a	Administration and Management	IM	4.83
11-3041.00	2.C.1.a	Administration and Management	LV	4.5
11-3041.00	2.C.1.b	Clerical	IM	2.33
11-3041.00	2.C.1.b	Clerical	LV	2.16
11-3041.00	2.C.1.c	Economics and Accounting	IM	2.66
11-3041.00	2.C.1.c	Economics and Accounting	LV	2.33
11-3041.00	2.C.1.d	Sales and Marketing	IM	1
11-3041.00	2.C.1.d	Sales and Marketing	LV	0
11-3041.00	2.C.1.e	Customer and Personal Service	IM	1.66
11-3041.00	2.C.1.e	Customer and Personal Service	LV	.83
11-3041.00	2.C.1.f	Personnel and Human Resources	IM	5
11-3041.00	2.C.1.f	Personnel and Human Resources	LV	6.16
11-3041.00	2.C.2.a	Production and Processing	IM	1
11-3041.00	2.C.2.a	Production and Processing	LV	0
11-3041.00	2.C.2.b	Food Production	IM	1
11-3041.00	2.C.2.b	Food Production	LV	0
11-3041.00	2.C.3.a	Computers and Electronics	IM	2.5
11-3041.00	2.C.3.a	Computers and Electronics	LV	2
11-3041.00	2.C.3.b	Engineering and Technology	IM	1
11-3041.00	2.C.3.b	Engineering and Technology	LV	0
11-3041.00	2.C.3.c	Design	IM	1
11-3041.00	2.C.3.c	Design	LV	0
11-3041.00	2.C.3.d	Building and Construction	IM	1
11-3041.00	2.C.3.d	Building and Construction	LV	0
11-3041.00	2.C.3.e	Mechanical	IM	1
11-3041.00	2.C.3.e	Mechanical	LV	0
11-3041.00	2.C.4.a	Mathematics	IM	4.33
11-3041.00	2.C.4.a	Mathematics	LV	4.16
11-3041.00	2.C.4.b	Physics	IM	1
11-3041.00	2.C.4.b	Physics	LV	0
11-3041.00	2.C.4.c	Chemistry	IM	1
11-3041.00	2.C.4.c	Chemistry	LV	0
11-3041.00	2.C.4.d	Biology	IM	1
11-3041.00	2.C.4.d	Biology	LV	0
11-3041.00	2.C.4.e	Psychology	IM	3.16
11-3041.00	2.C.4.e	Psychology	LV	3.33
11-3041.00	2.C.4.f	Sociology and Anthropology	IM	1.66
11-3041.00	2.C.4.f	Sociology and Anthropology	LV	1.16
11-3041.00	2.C.4.g	Geography	IM	1
11-3041.00	2.C.4.g	Geography	LV	0
11-3041.00	2.C.5.a	Medicine and Dentistry	IM	1
11-3041.00	2.C.5.a	Medicine and Dentistry	LV	0
11-3041.00	2.C.5.b	Therapy and Counseling	IM	1.16
11-3041.00	2.C.5.b	Therapy and Counseling	LV	.5
11-3041.00	2.C.6	Education and Training	IM	3.66
11-3041.00	2.C.6	Education and Training	LV	4.33
11-3041.00	2.C.7.a	English Language	IM	3.83
11-3041.00	2.C.7.a	English Language	LV	3.83
11-3041.00	2.C.7.b	Foreign Language	IM	1
11-3041.00	2.C.7.b	Foreign Language	LV	.33
11-3041.00	2.C.7.c	Fine Arts	IM	1
11-3041.00	2.C.7.c	Fine Arts	LV	0
11-3041.00	2.C.7.d	History and Archeology	IM	1
11-3041.00	2.C.7.d	History and Archeology	LV	0
11-3041.00	2.C.7.e	Philosophy and Theology	IM	1
11-3041.00	2.C.7.e	Philosophy and Theology	LV	0
11-3041.00	2.C.8.a	Public Safety and Security	IM	1
11-3041.00	2.C.8.a	Public Safety and Security	LV	0
11-3041.00	2.C.8.b	Law and Government	IM	3.5
11-3041.00	2.C.8.b	Law and Government	LV	3.16
11-3041.00	2.C.9.a	Telecommunications	IM	2.33
11-3041.00	2.C.9.a	Telecommunications	LV	.66
11-3041.00	2.C.9.b	Communications and Media	IM	2.33
11-3041.00	2.C.9.b	Communications and Media	LV	1.66
11-3041.00	2.C.10	Transportation	IM	1
11-3041.00	2.C.10	Transportation	LV	0
11-3042.00	2.C.1.a	Administration and Management	IM	4.33
11-3042.00	2.C.1.a	Administration and Management	LV	4
11-3042.00	2.C.1.b	Clerical	IM	1.33
11-3042.00	2.C.1.b	Clerical	LV	1
11-3042.00	2.C.1.c	Economics and Accounting	IM	2.5
11-3042.00	2.C.1.c	Economics and Accounting	LV	2
11-3042.00	2.C.1.d	Sales and Marketing	IM	1.33
11-3042.00	2.C.1.d	Sales and Marketing	LV	.33
11-3042.00	2.C.1.e	Customer and Personal Service	IM	1
11-3042.00	2.C.1.e	Customer and Personal Service	LV	0
11-3042.00	2.C.1.f	Personnel and Human Resources	IM	3.33
11-3042.00	2.C.1.f	Personnel and Human Resources	LV	3
11-3042.00	2.C.2.a	Production and Processing	IM	1
11-3042.00	2.C.2.a	Production and Processing	LV	0
11-3042.00	2.C.2.b	Food Production	IM	1
11-3042.00	2.C.2.b	Food Production	LV	0
11-3042.00	2.C.3.a	Computers and Electronics	IM	1.5
11-3042.00	2.C.3.a	Computers and Electronics	LV	1.33
11-3042.00	2.C.3.b	Engineering and Technology	IM	1
11-3042.00	2.C.3.b	Engineering and Technology	LV	0
11-3042.00	2.C.3.c	Design	IM	1
11-3042.00	2.C.3.c	Design	LV	0
11-3042.00	2.C.3.d	Building and Construction	IM	1
11-3042.00	2.C.3.d	Building and Construction	LV	0
11-3042.00	2.C.3.e	Mechanical	IM	1
11-3042.00	2.C.3.e	Mechanical	LV	0
11-3042.00	2.C.4.a	Mathematics	IM	2.5
11-3042.00	2.C.4.a	Mathematics	LV	2
11-3042.00	2.C.4.b	Physics	IM	1
11-3042.00	2.C.4.b	Physics	LV	0
11-3042.00	2.C.4.c	Chemistry	IM	1
11-3042.00	2.C.4.c	Chemistry	LV	0
11-3042.00	2.C.4.d	Biology	IM	1
11-3042.00	2.C.4.d	Biology	LV	0
11-3042.00	2.C.4.e	Psychology	IM	2.66
11-3042.00	2.C.4.e	Psychology	LV	2.5
11-3042.00	2.C.4.f	Sociology and Anthropology	IM	1.5
11-3042.00	2.C.4.f	Sociology and Anthropology	LV	.66
11-3042.00	2.C.4.g	Geography	IM	1
11-3042.00	2.C.4.g	Geography	LV	0
11-3042.00	2.C.5.a	Medicine and Dentistry	IM	1
11-3042.00	2.C.5.a	Medicine and Dentistry	LV	0
11-3042.00	2.C.5.b	Therapy and Counseling	IM	1
11-3042.00	2.C.5.b	Therapy and Counseling	LV	0
11-3042.00	2.C.6	Education and Training	IM	4.33
11-3042.00	2.C.6	Education and Training	LV	5
11-3042.00	2.C.7.a	English Language	IM	3.16
11-3042.00	2.C.7.a	English Language	LV	2.83
11-3042.00	2.C.7.b	Foreign Language	IM	1
11-3042.00	2.C.7.b	Foreign Language	LV	0
11-3042.00	2.C.7.c	Fine Arts	IM	1
11-3042.00	2.C.7.c	Fine Arts	LV	0
11-3042.00	2.C.7.d	History and Archeology	IM	1
11-3042.00	2.C.7.d	History and Archeology	LV	0
11-3042.00	2.C.7.e	Philosophy and Theology	IM	1
11-3042.00	2.C.7.e	Philosophy and Theology	LV	0
11-3042.00	2.C.8.a	Public Safety and Security	IM	1.33
11-3042.00	2.C.8.a	Public Safety and Security	LV	.33
11-3042.00	2.C.8.b	Law and Government	IM	2.66
11-3042.00	2.C.8.b	Law and Government	LV	2.33
11-3042.00	2.C.9.a	Telecommunications	IM	1.5
11-3042.00	2.C.9.a	Telecommunications	LV	.83
11-3042.00	2.C.9.b	Communications and Media	IM	2.5
11-3042.00	2.C.9.b	Communications and Media	LV	2.16
11-3042.00	2.C.10	Transportation	IM	1
11-3042.00	2.C.10	Transportation	LV	0
11-3051.00	2.C.1.a	Administration and Management	IM	4.91
11-3051.00	2.C.1.a	Administration and Management	LV	5.08
11-3051.00	2.C.1.b	Clerical	IM	2.08
11-3051.00	2.C.1.b	Clerical	LV	2.25
11-3051.00	2.C.1.c	Economics and Accounting	IM	3
11-3051.00	2.C.1.c	Economics and Accounting	LV	3.25
11-3051.00	2.C.1.d	Sales and Marketing	IM	3
11-3051.00	2.C.1.d	Sales and Marketing	LV	3.5
11-3051.00	2.C.1.e	Customer and Personal Service	IM	2.41
11-3051.00	2.C.1.e	Customer and Personal Service	LV	2.5
11-3051.00	2.C.1.f	Personnel and Human Resources	IM	3.66
11-3051.00	2.C.1.f	Personnel and Human Resources	LV	4
11-3051.00	2.C.2.a	Production and Processing	IM	5
11-3051.00	2.C.2.a	Production and Processing	LV	5.91
11-3051.00	2.C.2.b	Food Production	IM	3.33
11-3051.00	2.C.2.b	Food Production	LV	3.08
11-3051.00	2.C.3.a	Computers and Electronics	IM	1.91
11-3051.00	2.C.3.a	Computers and Electronics	LV	2
11-3051.00	2.C.3.b	Engineering and Technology	IM	2.66
11-3051.00	2.C.3.b	Engineering and Technology	LV	2.66
11-3051.00	2.C.3.c	Design	IM	1.41
11-3051.00	2.C.3.c	Design	LV	1.25
11-3051.00	2.C.3.d	Building and Construction	IM	1.16
11-3051.00	2.C.3.d	Building and Construction	LV	.83
11-3051.00	2.C.3.e	Mechanical	IM	2.83
11-3051.00	2.C.3.e	Mechanical	LV	3.33
11-3051.00	2.C.4.a	Mathematics	IM	3.16
11-3051.00	2.C.4.a	Mathematics	LV	3.25
11-3051.00	2.C.4.b	Physics	IM	1.75
11-3051.00	2.C.4.b	Physics	LV	1.91
11-3051.00	2.C.4.c	Chemistry	IM	2.5
11-3051.00	2.C.4.c	Chemistry	LV	2.5
11-3051.00	2.C.4.d	Biology	IM	2
11-3051.00	2.C.4.d	Biology	LV	1.41
11-3051.00	2.C.4.e	Psychology	IM	2.83
11-3051.00	2.C.4.e	Psychology	LV	3.41
11-3051.00	2.C.4.f	Sociology and Anthropology	IM	2
11-3051.00	2.C.4.f	Sociology and Anthropology	LV	1.58
11-3051.00	2.C.4.g	Geography	IM	1.58
11-3051.00	2.C.4.g	Geography	LV	1.33
11-3051.00	2.C.5.a	Medicine and Dentistry	IM	1.16
11-3051.00	2.C.5.a	Medicine and Dentistry	LV	.66
11-3051.00	2.C.5.b	Therapy and Counseling	IM	1.5
11-3051.00	2.C.5.b	Therapy and Counseling	LV	.91
11-3051.00	2.C.6	Education and Training	IM	2.83
11-3051.00	2.C.6	Education and Training	LV	2.91
11-3051.00	2.C.7.a	English Language	IM	3.41
11-3051.00	2.C.7.a	English Language	LV	3.16
11-3051.00	2.C.7.b	Foreign Language	IM	1.16
11-3051.00	2.C.7.b	Foreign Language	LV	.66
11-3051.00	2.C.7.c	Fine Arts	IM	1.33
11-3051.00	2.C.7.c	Fine Arts	LV	.66
11-3051.00	2.C.7.d	History and Archeology	IM	1.16
11-3051.00	2.C.7.d	History and Archeology	LV	.83
11-3051.00	2.C.7.e	Philosophy and Theology	IM	1.16
11-3051.00	2.C.7.e	Philosophy and Theology	LV	.66
11-3051.00	2.C.8.a	Public Safety and Security	IM	2.33
11-3051.00	2.C.8.a	Public Safety and Security	LV	2.16
11-3051.00	2.C.8.b	Law and Government	IM	2.25
11-3051.00	2.C.8.b	Law and Government	LV	2.25
11-3051.00	2.C.9.a	Telecommunications	IM	1.5
11-3051.00	2.C.9.a	Telecommunications	LV	1.08
11-3051.00	2.C.9.b	Communications and Media	IM	2.41
11-3051.00	2.C.9.b	Communications and Media	LV	2.25
11-3051.00	2.C.10	Transportation	IM	2.08
11-3051.00	2.C.10	Transportation	LV	1.91
11-3061.00	2.C.1.a	Administration and Management	IM	4.2
11-3061.00	2.C.1.a	Administration and Management	LV	4.4
11-3061.00	2.C.1.b	Clerical	IM	2.4
11-3061.00	2.C.1.b	Clerical	LV	2
11-3061.00	2.C.1.c	Economics and Accounting	IM	3.8
11-3061.00	2.C.1.c	Economics and Accounting	LV	3.8
11-3061.00	2.C.1.d	Sales and Marketing	IM	3
11-3061.00	2.C.1.d	Sales and Marketing	LV	3.2
11-3061.00	2.C.1.e	Customer and Personal Service	IM	2
11-3061.00	2.C.1.e	Customer and Personal Service	LV	1.8
11-3061.00	2.C.1.f	Personnel and Human Resources	IM	2.2
11-3061.00	2.C.1.f	Personnel and Human Resources	LV	2.4
11-3061.00	2.C.2.a	Production and Processing	IM	2.8
11-3061.00	2.C.2.a	Production and Processing	LV	3
11-3061.00	2.C.2.b	Food Production	IM	1
11-3061.00	2.C.2.b	Food Production	LV	0
11-3061.00	2.C.3.a	Computers and Electronics	IM	2
11-3061.00	2.C.3.a	Computers and Electronics	LV	2
11-3061.00	2.C.3.b	Engineering and Technology	IM	1.4
11-3061.00	2.C.3.b	Engineering and Technology	LV	.6
11-3061.00	2.C.3.c	Design	IM	1
11-3061.00	2.C.3.c	Design	LV	0
11-3061.00	2.C.3.d	Building and Construction	IM	1
11-3061.00	2.C.3.d	Building and Construction	LV	0
11-3061.00	2.C.3.e	Mechanical	IM	1
11-3061.00	2.C.3.e	Mechanical	LV	.4
11-3061.00	2.C.4.a	Mathematics	IM	3.8
11-3061.00	2.C.4.a	Mathematics	LV	3.8
11-3061.00	2.C.4.b	Physics	IM	1
11-3061.00	2.C.4.b	Physics	LV	.4
11-3061.00	2.C.4.c	Chemistry	IM	1
11-3061.00	2.C.4.c	Chemistry	LV	.4
11-3061.00	2.C.4.d	Biology	IM	1
11-3061.00	2.C.4.d	Biology	LV	0
11-3061.00	2.C.4.e	Psychology	IM	1.8
11-3061.00	2.C.4.e	Psychology	LV	1.8
11-3061.00	2.C.4.f	Sociology and Anthropology	IM	1.8
11-3061.00	2.C.4.f	Sociology and Anthropology	LV	1.6
11-3061.00	2.C.4.g	Geography	IM	1.6
11-3061.00	2.C.4.g	Geography	LV	.8
11-3061.00	2.C.5.a	Medicine and Dentistry	IM	1
11-3061.00	2.C.5.a	Medicine and Dentistry	LV	0
11-3061.00	2.C.5.b	Therapy and Counseling	IM	1
11-3061.00	2.C.5.b	Therapy and Counseling	LV	0
11-3061.00	2.C.6	Education and Training	IM	1.4
11-3061.00	2.C.6	Education and Training	LV	1
11-3061.00	2.C.7.a	English Language	IM	2.8
11-3061.00	2.C.7.a	English Language	LV	3
11-3061.00	2.C.7.b	Foreign Language	IM	1.2
11-3061.00	2.C.7.b	Foreign Language	LV	.6
11-3061.00	2.C.7.c	Fine Arts	IM	1
11-3061.00	2.C.7.c	Fine Arts	LV	0
11-3061.00	2.C.7.d	History and Archeology	IM	1
11-3061.00	2.C.7.d	History and Archeology	LV	0
11-3061.00	2.C.7.e	Philosophy and Theology	IM	1.2
11-3061.00	2.C.7.e	Philosophy and Theology	LV	.4
11-3061.00	2.C.8.a	Public Safety and Security	IM	1.2
11-3061.00	2.C.8.a	Public Safety and Security	LV	.4
11-3061.00	2.C.8.b	Law and Government	IM	1.6
11-3061.00	2.C.8.b	Law and Government	LV	1.4
11-3061.00	2.C.9.a	Telecommunications	IM	2.2
11-3061.00	2.C.9.a	Telecommunications	LV	.8
11-3061.00	2.C.9.b	Communications and Media	IM	2.4
11-3061.00	2.C.9.b	Communications and Media	LV	2
11-3061.00	2.C.10	Transportation	IM	2
11-3061.00	2.C.10	Transportation	LV	1.6
11-3071.01	2.C.1.a	Administration and Management	IM	4.66
11-3071.01	2.C.1.a	Administration and Management	LV	4.33
11-3071.01	2.C.1.b	Clerical	IM	1.83
11-3071.01	2.C.1.b	Clerical	LV	1.33
11-3071.01	2.C.1.c	Economics and Accounting	IM	3.83
11-3071.01	2.C.1.c	Economics and Accounting	LV	4.16
11-3071.01	2.C.1.d	Sales and Marketing	IM	2.33
11-3071.01	2.C.1.d	Sales and Marketing	LV	2.5
11-3071.01	2.C.1.e	Customer and Personal Service	IM	2.33
11-3071.01	2.C.1.e	Customer and Personal Service	LV	2.33
11-3071.01	2.C.1.f	Personnel and Human Resources	IM	3.66
11-3071.01	2.C.1.f	Personnel and Human Resources	LV	4.83
11-3071.01	2.C.2.a	Production and Processing	IM	1.5
11-3071.01	2.C.2.a	Production and Processing	LV	1.33
11-3071.01	2.C.2.b	Food Production	IM	1
11-3071.01	2.C.2.b	Food Production	LV	0
11-3071.01	2.C.3.a	Computers and Electronics	IM	1.66
11-3071.01	2.C.3.a	Computers and Electronics	LV	1.33
11-3071.01	2.C.3.b	Engineering and Technology	IM	2.33
11-3071.01	2.C.3.b	Engineering and Technology	LV	1.83
11-3071.01	2.C.3.c	Design	IM	1.5
11-3071.01	2.C.3.c	Design	LV	.5
11-3071.01	2.C.3.d	Building and Construction	IM	1
11-3071.01	2.C.3.d	Building and Construction	LV	.33
11-3071.01	2.C.3.e	Mechanical	IM	1.66
11-3071.01	2.C.3.e	Mechanical	LV	2
11-3071.01	2.C.4.a	Mathematics	IM	4
11-3071.01	2.C.4.a	Mathematics	LV	4.33
11-3071.01	2.C.4.b	Physics	IM	1.66
11-3071.01	2.C.4.b	Physics	LV	1.5
11-3071.01	2.C.4.c	Chemistry	IM	1
11-3071.01	2.C.4.c	Chemistry	LV	.16
11-3071.01	2.C.4.d	Biology	IM	1
11-3071.01	2.C.4.d	Biology	LV	0
11-3071.01	2.C.4.e	Psychology	IM	2.16
11-3071.01	2.C.4.e	Psychology	LV	2
11-3071.01	2.C.4.f	Sociology and Anthropology	IM	1.33
11-3071.01	2.C.4.f	Sociology and Anthropology	LV	.5
11-3071.01	2.C.4.g	Geography	IM	3
11-3071.01	2.C.4.g	Geography	LV	2.16
11-3071.01	2.C.5.a	Medicine and Dentistry	IM	1
11-3071.01	2.C.5.a	Medicine and Dentistry	LV	0
11-3071.01	2.C.5.b	Therapy and Counseling	IM	1
11-3071.01	2.C.5.b	Therapy and Counseling	LV	0
11-3071.01	2.C.6	Education and Training	IM	2.16
11-3071.01	2.C.6	Education and Training	LV	1.66
11-3071.01	2.C.7.a	English Language	IM	2.83
11-3071.01	2.C.7.a	English Language	LV	2
11-3071.01	2.C.7.b	Foreign Language	IM	1.16
11-3071.01	2.C.7.b	Foreign Language	LV	.66
11-3071.01	2.C.7.c	Fine Arts	IM	1
11-3071.01	2.C.7.c	Fine Arts	LV	0
11-3071.01	2.C.7.d	History and Archeology	IM	1
11-3071.01	2.C.7.d	History and Archeology	LV	0
11-3071.01	2.C.7.e	Philosophy and Theology	IM	1
11-3071.01	2.C.7.e	Philosophy and Theology	LV	0
11-3071.01	2.C.8.a	Public Safety and Security	IM	3.16
